工作地區,公司規模,產業類別,職務類別,需求技能數量,學歷要求,薪資區間
67,0,148,10,0.30000000000000004,5,0
104,3000,105,10,0.30000000000000004,5,0
16,30,145,10,0.0,4,0
40,20,154,10,0.30000000000000004,5,1
115,28,81,10,0.4,5,0
102,50,148,10,0.4,4,0
174,11,172,10,0.4,4,2
106,0,92,10,0.1,3,0
33,0,178,10,0.30000000000000004,4,0
103,10,47,10,0.6000000000000001,3,0
119,50,19,10,0.9,4,0
37,10,70,10,0.5,3,0
59,0,92,10,0.4,5,0
9,0,35,10,0.0,5,2
135,450,102,10,0.30000000000000004,5,0
15,10,74,10,0.0,0,2
33,10,165,10,0.30000000000000004,5,0
26,0,34,10,0.30000000000000004,5,0
32,35,173,10,0.4,3,0
107,18,39,10,0.0,3,0
114,20,134,10,0.30000000000000004,3,0
26,141,108,10,0.4,3,1
103,50,108,10,0.30000000000000004,4,0
136,0,47,10,0.4,5,0
31,50,120,10,0.4,3,0
124,15,179,10,0.0,5,2
107,0,105,10,0.4,3,0
22,30,148,10,0.30000000000000004,4,0
112,0,34,10,0.30000000000000004,3,0
133,120,120,10,0.4,5,0
106,10,19,10,0.0,5,0
113,0,119,10,0.4,5,1
110,30,34,10,0.2,3,0
30,25,140,10,0.0,5,1
97,260,166,10,0.4,3,0
26,0,21,10,0.0,4,0
30,5,39,10,0.1,4,1
172,0,36,10,0.0,5,0
90,140,181,10,0.2,3,0
143,15,47,10,0.2,3,0
37,20,36,10,0.0,5,0
103,35,70,10,0.30000000000000004,3,0
111,40,105,10,0.4,5,0
110,50,1,10,0.30000000000000004,1,0
114,30,39,10,0.6000000000000001,3,0
33,159,173,10,0.2,3,0
118,95,40,10,0.5,4,1
26,144,21,10,0.0,3,0
108,30,133,10,0.30000000000000004,5,0
10,35,74,10,0.4,5,0
119,5,88,17,0.4,3,0
25,0,78,17,0.0,4,1
52,40,159,17,0.4,5,0
159,209,8,17,0.0,5,1
40,20,61,17,0.1,3,1
124,0,0,17,0.1,5,1
40,32,178,17,0.0,4,1
59,46,25,17,0.5,5,0
102,120,168,17,0.5,5,2
33,11,173,17,0.0,5,1
33,200,39,17,0.1,5,2
30,10,23,17,0.0,5,2
78,45,108,17,0.1,4,0
123,3300,112,17,0.0,4,1
31,267,158,17,0.0,5,2
7,99,108,17,0.0,5,0
111,86,166,17,0.0,5,2
102,0,171,17,0.0,4,0
110,0,1,17,0.0,5,1
8,0,60,17,0.5,4,2
119,10,121,17,0.2,4,2
103,29,92,17,0.7000000000000001,3,0
40,0,79,17,0.2,4,1
48,25,60,17,0.2,5,0
140,38,39,17,0.6000000000000001,5,0
108,2100,182,17,0.2,3,2
30,86,172,17,0.5,3,1
149,45,14,17,0.6000000000000001,3,1
38,0,82,17,0.4,4,1
40,20,103,17,0.2,5,0
30,40,12,17,0.0,5,0
123,450,19,17,0.0,4,1
108,30,11,17,0.1,5,0
103,100,19,17,0.4,4,0
40,120,42,17,0.30000000000000004,4,1
33,0,172,17,0.30000000000000004,3,1
107,6,171,17,0.4,5,0
15,95,151,17,0.2,3,1
40,110,73,17,0.30000000000000004,5,0
107,84,112,17,0.5,5,1
26,42,25,17,0.1,3,0
32,5,173,17,0.4,5,1
135,20,120,17,0.1,3,1
73,0,52,17,0.0,5,1
26,130,173,17,0.0,5,1
33,155,172,17,0.5,4,0
103,40,78,17,0.0,3,2
107,68,30,17,0.0,5,1
102,600,164,17,0.0,4,0
32,1000,7,17,0.1,5,0
37,80,1,17,0.0,4,0
40,70,70,17,0.6000000000000001,3,1
53,60,53,17,0.7000000000000001,5,2
23,0,178,17,0.1,5,1
169,50,98,17,0.0,5,2
108,300,182,17,0.0,5,2
49,0,43,17,0.0,5,0
62,20,44,17,0.30000000000000004,3,0
39,15,173,17,0.0,5,2
112,60,132,17,0.2,5,2
135,100,140,17,0.30000000000000004,3,0
38,0,172,17,0.0,3,1
38,0,182,17,0.0,5,1
129,20,61,17,0.2,5,1
30,1100,110,17,0.0,4,0
108,40,39,17,0.1,4,1
31,20,121,17,0.0,5,1
26,15,128,17,0.2,3,0
129,90,151,17,0.4,4,1
10,8,120,17,0.0,5,0
37,0,169,17,0.4,5,2
31,0,123,17,0.0,5,1
104,30,122,17,0.1,5,2
161,200,182,17,0.1,5,0
32,190,78,17,0.30000000000000004,4,0
108,7,27,17,0.2,3,0
30,630,35,17,0.0,4,1
111,20,120,17,0.4,3,1
38,0,69,17,0.0,5,2
24,700,128,17,0.1,3,0
105,0,12,17,0.0,5,0
123,40,19,17,0.1,4,2
40,10,140,17,0.5,5,1
22,0,21,17,0.0,3,1
108,20,39,17,0.4,5,0
38,230,1,17,0.0,4,0
102,50,100,17,0.5,5,0
123,480,149,17,0.30000000000000004,4,1
103,40,11,9,0.2,3,1
25,0,78,9,0.0,4,1
33,50,45,9,0.2,3,2
128,9,120,9,0.5,3,0
119,20,100,9,0.0,5,1
119,20,39,9,0.0,3,1
38,0,36,9,0.30000000000000004,5,2
108,46,90,9,0.0,2,1
159,0,27,9,0.0,5,0
30,17,11,9,0.4,3,2
101,55,130,9,0.4,5,1
30,52,112,9,0.1,5,1
34,0,112,9,0.2,4,0
79,40,40,9,0.4,3,1
33,50,73,9,0.4,3,0
30,120,1,9,0.2,5,0
138,10,47,9,0.0,5,0
125,20,137,9,0.0,2,0
103,25,46,9,0.5,5,0
26,90,120,9,0.2,5,0
7,90,149,9,0.30000000000000004,4,0
106,7,75,9,0.5,5,0
10,30,177,9,0.5,3,1
114,0,120,9,0.2,3,0
32,0,1,9,0.1,5,1
135,20,78,9,0.5,3,1
119,20,78,9,0.30000000000000004,3,1
133,0,114,9,0.0,5,2
23,70,120,9,0.30000000000000004,4,1
32,100,42,9,0.0,3,1
23,0,178,9,0.0,5,1
114,15,114,9,0.30000000000000004,3,0
32,10,69,9,0.30000000000000004,3,1
109,34,76,9,0.6000000000000001,3,0
127,60,182,9,0.0,2,0
124,0,109,9,0.2,3,1
31,102,182,9,0.2,4,1
7,0,120,9,0.30000000000000004,4,1
172,7,144,9,0.2,5,0
113,0,109,9,0.1,5,1
2,25,180,9,0.1,5,1
22,0,53,9,0.7000000000000001,3,1
40,32,178,9,0.0,4,1
59,0,15,9,0.2,3,0
109,0,173,9,0.4,3,0
40,13,88,9,0.0,4,0
150,0,78,9,0.2,5,0
111,5,99,9,0.5,5,0
56,0,14,9,0.8,5,0
59,0,33,9,0.7000000000000001,5,0
8,15,70,9,0.1,4,0
138,140,40,9,0.0,1,0
30,15,140,9,0.0,3,0
174,20,88,9,0.0,5,0
38,0,78,9,0.30000000000000004,3,0
36,10,81,9,0.30000000000000004,3,0
119,0,91,9,0.1,5,1
103,0,171,9,0.0,5,0
30,20,120,9,0.0,3,0
46,90,108,9,0.6000000000000001,5,1
135,0,131,9,0.6000000000000001,5,0
92,180,133,9,0.0,3,0
59,130,149,9,0.2,3,0
97,350,152,9,0.2,3,0
109,40,24,9,0.7000000000000001,3,1
102,9,36,9,0.0,5,0
128,20,173,9,0.8,2,0
32,6,27,9,0.30000000000000004,5,1
102,200,39,9,0.1,5,2
104,30,34,9,0.1,3,0
59,0,69,9,0.4,3,0
10,18,44,9,0.5,2,0
33,120,41,9,0.0,3,1
33,40,42,9,0.30000000000000004,5,1
107,60,53,9,0.1,4,1
150,40,147,9,0.5,3,0
138,6,96,9,0.0,3,1
103,65,39,9,0.2,3,0
113,0,135,9,0.4,3,1
63,16,34,9,0.4,3,0
15,50,53,9,0.0,5,0
30,0,21,9,0.4,5,1
38,30,78,9,0.0,5,1
33,35,96,9,0.0,5,1
124,150,151,9,0.2,4,1
26,40,39,9,0.0,4,1
133,20,134,9,0.4,5,1
113,20,148,9,0.7000000000000001,4,1
32,25,173,9,0.30000000000000004,3,1
33,20,74,9,0.30000000000000004,2,1
97,5,120,9,0.30000000000000004,4,0
103,20,40,9,0.2,3,1
25,180,112,9,0.5,3,0
102,10,21,9,0.30000000000000004,5,0
110,0,1,9,0.0,3,0
114,0,39,9,0.4,3,0
103,20,135,9,0.0,5,1
92,50,160,9,0.30000000000000004,3,0
26,0,41,9,0.0,5,0
112,30,78,9,0.0,5,1
108,0,171,9,0.1,3,1
111,15,111,9,0.2,3,0
30,18,173,9,0.0,5,0
102,0,42,9,0.0,5,1
30,30,49,9,0.6000000000000001,4,1
123,40,19,9,0.0,4,1
36,130,105,9,0.30000000000000004,3,1
30,15,76,9,0.4,3,0
30,105,1,9,0.0,5,0
108,20,39,9,1.0,3,1
135,13,34,9,0.1,5,0
7,0,21,9,0.2,5,0
133,40,105,9,0.8,3,0
15,95,151,9,0.2,3,1
26,90,120,9,0.30000000000000004,5,0
140,0,60,9,0.0,5,0
66,0,78,9,0.0,5,0
21,0,26,9,0.0,5,0
18,40,166,9,0.6000000000000001,3,0
116,120,85,9,0.1,3,0
32,3500,1,1,0.2,4,2
107,20,36,1,0.1,3,0
32,100,173,1,0.5,4,0
125,103,46,1,0.30000000000000004,4,1
38,25,168,1,0.0,5,1
43,270,156,1,0.0,4,0
127,35,121,1,0.2,5,1
119,435,46,1,0.30000000000000004,4,0
10,1900,74,1,0.30000000000000004,5,0
109,50,138,1,0.0,5,0
32,0,182,1,0.30000000000000004,5,1
104,330,148,1,0.30000000000000004,4,0
134,20,168,1,0.1,4,0
104,200,176,1,0.5,3,1
30,20,120,1,0.0,5,1
30,100,182,1,0.30000000000000004,5,2
38,3500,1,1,0.4,4,2
33,115,148,1,0.0,4,1
33,40,120,1,0.0,5,1
133,1000,181,1,0.4,5,0
40,270,85,1,0.0,5,0
30,300,61,1,0.30000000000000004,4,0
137,30,51,1,0.4,4,1
106,30,144,1,0.30000000000000004,5,0
123,150,179,1,0.5,5,0
38,0,3,1,0.4,5,1
109,25,173,1,0.0,3,1
108,30,11,1,0.0,5,0
106,175,102,1,0.4,4,0
110,65,120,1,0.30000000000000004,4,1
131,600,136,1,0.4,3,0
109,30,70,1,0.30000000000000004,1,0
112,3500,1,1,0.0,4,2
91,4200,95,1,0.0,4,0
123,220,102,1,0.0,4,0
119,609,172,1,0.4,5,0
76,45,40,1,0.5,5,0
61,140,111,1,0.4,3,0
30,120,84,1,0.0,3,0
38,120,138,1,0.5,5,1
104,170,119,1,0.30000000000000004,4,0
31,0,6,1,0.30000000000000004,4,1
31,0,69,1,0.30000000000000004,3,0
124,0,147,1,0.2,5,0
40,33,120,1,0.30000000000000004,4,1
40,90,70,1,0.0,5,0
38,800,85,1,0.4,4,0
130,288,166,1,0.6000000000000001,3,0
165,1015,34,1,0.0,4,0
123,70,39,1,0.4,4,0
40,270,85,1,0.0,4,1
156,6,25,1,0.2,5,0
104,95,156,1,0.5,4,1
7,130,135,1,0.0,5,0
131,30,178,1,0.30000000000000004,5,0
129,0,85,1,0.4,5,0
106,100,35,1,0.0,5,0
119,20,78,1,0.0,3,0
123,208,111,1,0.0,5,1
8,300,81,1,0.2,3,0
10,10,14,1,0.0,5,0
122,1000,95,1,0.30000000000000004,4,0
113,28,33,1,0.0,3,1
33,30,167,1,0.0,5,1
10,50,36,1,0.30000000000000004,5,0
142,800,149,1,0.2,4,0
108,0,19,1,0.5,5,1
36,40,120,1,0.30000000000000004,3,1
113,50,19,1,0.4,5,1
33,1300,100,1,0.30000000000000004,3,0
6,250,85,1,0.30000000000000004,4,0
119,29,51,1,0.4,4,2
26,110,45,1,0.5,5,0
30,1000,110,1,0.2,5,1
140,170,40,1,0.30000000000000004,5,1
109,10,70,1,0.0,3,0
35,18,173,1,0.30000000000000004,4,0
7,60,78,1,0.0,5,0
20,30,86,1,0.0,3,0
103,7,135,1,0.4,5,0
133,50,180,1,0.30000000000000004,5,0
137,290,43,1,0.5,4,0
38,50,182,1,0.30000000000000004,5,0
16,160,53,1,0.7000000000000001,4,0
15,70,73,1,0.30000000000000004,4,1
107,0,111,1,0.30000000000000004,3,1
25,15,138,1,0.0,3,0
127,600,41,1,0.2,3,0
32,600,182,1,0.4,4,1
59,850,102,1,0.2,4,0
30,3600,137,1,0.0,4,0
106,179,114,1,0.2,4,0
32,40,36,1,0.0,4,0
113,70,120,1,0.30000000000000004,5,0
19,120,148,1,0.2,3,0
137,50,144,1,0.0,3,0
50,42,178,1,0.0,5,0
18,40,66,2,0.6000000000000001,3,0
124,5,69,2,0.2,5,0
7,15,179,2,0.5,5,1
38,8,70,2,0.0,5,0
123,28,97,2,1.0,4,0
40,70,70,2,0.0,5,1
127,25,135,2,0.0,5,0
32,10,1,2,0.4,3,0
33,15,132,2,0.2,4,0
172,15,70,2,0.30000000000000004,3,1
152,25,70,2,0.30000000000000004,5,0
135,10,120,2,0.5,3,1
107,5,69,2,0.0,3,1
23,10,70,2,0.0,5,0
160,30,74,2,0.4,3,1
38,1300,139,2,0.0,5,1
119,90,73,2,0.30000000000000004,4,2
107,8,120,2,0.8,4,1
103,0,70,2,0.5,5,0
25,6,69,2,0.6000000000000001,5,0
25,10,67,2,0.5,5,1
30,15,112,2,0.6000000000000001,3,0
33,80,111,2,0.30000000000000004,3,0
107,5,69,2,0.0,3,1
25,330,87,2,0.6000000000000001,3,0
133,0,61,2,0.5,4,0
152,0,55,2,0.4,3,0
172,50,114,2,0.0,5,0
26,15,70,2,0.30000000000000004,5,0
111,0,123,2,0.4,5,1
40,43,87,2,0.30000000000000004,3,0
104,10,55,2,0.30000000000000004,5,1
40,95,70,2,0.0,3,1
26,10,21,2,0.30000000000000004,4,1
8,0,78,2,0.0,3,0
32,100,177,2,0.0,3,0
38,20,73,2,0.6000000000000001,3,0
108,180,181,2,0.4,5,0
33,20,177,2,0.0,5,2
127,10,69,2,0.6000000000000001,4,0
9,0,121,2,0.0,5,0
23,30,34,2,0.6000000000000001,5,1
25,10,182,2,0.0,5,0
48,25,60,2,0.2,5,0
33,80,111,2,0.30000000000000004,3,0
33,206,41,2,0.5,4,0
30,0,57,2,0.4,3,1
108,9,94,2,0.6000000000000001,3,0
108,15,120,2,0.30000000000000004,5,0
33,138,21,2,0.4,5,0
31,9,61,2,0.0,5,1
107,300,182,2,0.0,5,1
133,40,137,2,0.2,3,1
38,0,40,2,0.0,5,2
160,10,70,2,0.7000000000000001,5,0
30,8,70,2,0.7000000000000001,5,0
38,5,138,2,0.2,5,0
38,6,24,2,0.9,3,0
65,0,6,2,0.4,5,0
109,6,55,2,0.6000000000000001,5,1
38,7,1,2,0.4,3,1
40,200,171,2,0.0,4,1
119,40,70,2,0.0,4,1
133,40,176,2,0.30000000000000004,5,0
25,50,124,2,0.0,3,0
62,5,47,2,0.0,5,0
31,15,121,2,0.5,3,0
16,12,179,2,0.2,3,2
38,30,123,2,1.0,3,0
103,500,173,2,0.4,4,1
30,40,117,2,0.0,3,1
32,50,70,2,0.4,5,0
8,30,21,2,0.0,5,0
30,0,67,2,0.30000000000000004,3,1
38,15,143,2,0.0,4,1
30,1600,5,2,0.0,5,0
32,30,173,2,0.30000000000000004,3,0
26,30,109,2,0.30000000000000004,4,1
10,3,33,2,0.0,5,0
119,3,70,2,0.0,5,0
33,10,67,2,0.8,3,0
38,6,84,2,0.4,3,1
169,9,69,2,0.0,5,0
137,10,132,2,0.30000000000000004,5,0
30,160,84,2,0.0,4,0
38,25,70,2,0.0,3,0
102,50,41,2,0.5,5,0
31,400,69,2,0.1,4,1
38,10,70,2,0.0,3,1
26,0,179,2,0.2,3,1
80,0,80,2,0.5,5,0
33,20,87,2,0.0,4,0
8,4,135,2,0.8,5,0
113,130,178,2,0.0,4,0
23,0,27,2,0.4,3,1
9,0,112,2,0.4,4,1
30,0,70,2,0.0,4,1
38,28,80,2,0.30000000000000004,5,0
104,10,27,2,0.0,5,1
30,150,178,2,0.5,5,1
71,50,182,2,0.4,5,0
107,0,138,2,0.0,5,1
162,13,21,2,0.2,5,0
35,200,55,2,0.1,5,1
37,0,70,2,0.4,5,1
40,30,135,2,0.0,3,0
7,32,177,2,0.4,5,0
32,100,121,2,0.30000000000000004,5,1
31,30,70,2,0.2,5,1
103,15,70,2,0.0,3,0
39,8,67,2,0.5,3,0
30,50,80,2,0.30000000000000004,4,1
7,21,121,2,0.4,3,1
30,9,61,2,0.0,3,1
102,70,182,2,0.30000000000000004,3,0
38,6,70,2,0.4,5,0
103,15,70,2,0.0,5,0
124,20,123,2,0.5,5,0
117,4,129,2,0.4,5,0
25,100,78,2,0.7000000000000001,5,0
8,12,138,2,0.5,5,1
26,80,152,2,0.30000000000000004,5,0
87,151,149,2,0.7000000000000001,5,1
133,0,171,2,0.30000000000000004,5,0
103,30,105,2,0.4,5,1
92,15,40,2,0.1,5,0
40,50,80,2,0.30000000000000004,5,2
25,0,173,2,0.30000000000000004,5,0
109,10,121,2,0.4,5,1
108,15,120,2,0.0,1,0
38,8,120,2,0.5,5,1
103,20,121,2,0.6000000000000001,2,2
26,0,42,0,0.2,3,1
33,0,70,0,0.30000000000000004,5,0
40,80,173,0,0.2,3,1
40,28,121,0,0.4,3,1
103,20,121,0,0.2,4,1
25,0,121,0,0.4,4,1
32,60,4,0,0.1,5,2
103,30,42,0,0.0,5,0
33,14,121,0,0.4,4,0
26,40,42,0,0.30000000000000004,5,1
8,30,21,0,0.4,5,0
165,60,173,0,0.7000000000000001,3,0
30,16,120,0,0.4,5,1
33,80,173,0,0.2,5,1
49,21,121,0,0.4,5,1
33,14,121,0,0.30000000000000004,5,0
32,0,121,0,0.4,5,0
33,100,173,0,0.5,5,0
155,92,121,0,0.1,4,0
33,99,55,0,0.0,5,1
26,0,172,0,0.0,5,0
40,20,173,0,0.4,4,1
7,10,70,0,0.4,5,1
23,70,120,0,0.8,5,0
56,30,24,0,0.30000000000000004,3,0
26,30,121,0,0.0,4,1
26,20,121,0,0.7000000000000001,3,1
31,20,173,0,0.0,5,0
33,30,173,0,0.0,5,2
102,500,36,0,0.6000000000000001,4,0
138,100,63,0,0.0,5,1
107,0,120,0,0.0,5,2
40,80,173,0,0.2,3,2
30,0,84,0,0.8,4,0
33,80,172,0,0.6000000000000001,5,1
40,0,67,0,0.30000000000000004,5,0
40,28,121,0,0.4,3,1
32,10,70,0,0.5,4,0
25,15,42,0,0.6000000000000001,5,1
38,15,173,0,0.0,5,2
35,10,55,0,0.6000000000000001,5,0
35,20,55,0,0.0,4,2
26,50,173,0,0.5,5,1
31,30,55,0,0.30000000000000004,3,0
155,0,173,0,0.5,5,0
162,14,121,0,0.4,4,0
34,0,171,0,0.0,4,0
15,70,73,0,0.2,3,0
32,20,179,0,0.5,4,1
26,6,173,0,0.0,5,0
32,50,173,0,0.0,5,2
155,90,173,0,0.8,4,0
25,20,179,0,0.4,5,1
40,30,173,0,0.4,4,1
113,130,178,0,0.2,4,0
38,15,11,0,0.0,5,0
152,230,80,0,0.0,4,1
44,0,126,0,0.0,5,0
106,39,173,0,0.0,5,0
8,50,14,0,0.2,5,0
40,30,173,0,0.1,3,2
113,20,42,0,0.30000000000000004,3,1
26,0,42,0,0.1,5,0
169,0,79,0,0.0,5,2
26,1200,46,0,0.30000000000000004,3,0
35,30,173,0,0.5,5,1
34,0,171,0,0.0,3,0
103,20,121,0,0.2,3,1
85,550,105,0,0.2,5,1
26,130,173,0,0.0,5,1
33,50,120,0,0.2,5,1
137,10,132,0,0.2,5,0
38,146,173,0,0.6000000000000001,5,1
119,0,109,0,0.4,5,1
30,15000,157,0,0.5,4,0
30,150,84,0,0.4,3,0
40,1500,139,0,0.0,4,1
35,0,121,0,0.0,5,2
8,0,149,0,0.0,3,0
33,80,172,0,0.0,5,0
127,10,120,0,0.4,5,0
102,20,36,0,0.2,4,1
10,15,172,0,0.1,5,0
103,500,173,0,0.4,5,1
40,35,70,0,0.4,5,1
103,8,67,0,0.5,5,1
174,0,173,0,0.5,5,1
26,100,42,0,0.1,3,1
35,24,121,0,1.0,5,0
15,135,46,0,0.4,3,0
161,25,172,0,0.5,5,0
26,45,67,0,0.4,5,1
169,480,111,6,0.5,5,0
8,0,60,6,0.4,5,0
10,43,47,6,0.30000000000000004,5,1
26,0,173,6,0.0,5,0
135,25,102,6,0.2,5,1
32,0,173,6,0.30000000000000004,4,0
109,15,120,6,0.2,3,0
138,740,14,6,0.2,5,0
26,10,29,6,0.2,3,0
152,0,70,6,0.30000000000000004,5,0
26,0,42,6,0.1,5,0
124,80,70,6,0.5,5,0
56,30,24,6,0.30000000000000004,3,0
40,22,70,6,0.0,5,0
124,20,123,6,0.30000000000000004,5,0
33,0,41,6,0.0,5,1
127,29,178,6,0.6000000000000001,5,0
108,0,147,6,0.30000000000000004,3,0
119,0,55,6,0.30000000000000004,4,1
38,20,70,6,0.30000000000000004,3,0
30,4,70,6,0.7000000000000001,3,0
30,30,84,6,0.7000000000000001,4,0
30,5,67,6,0.9,4,0
36,0,120,6,0.2,5,1
37,5,17,6,0.4,3,0
138,0,64,6,0.8,4,0
111,20,177,6,0.2,5,1
40,42,121,6,0.2,5,0
109,10,132,6,0.2,4,0
144,20,61,6,0.2,3,1
33,9,178,6,1.0,5,0
38,5,89,6,0.30000000000000004,4,1
37,10,109,6,0.4,5,0
38,40,21,6,0.2,3,0
15,70,73,6,0.2,3,0
26,20,121,6,0.4,5,0
98,220,105,6,0.2,4,0
30,35,121,6,0.30000000000000004,4,0
128,35,120,6,0.2,3,0
10,0,70,6,0.30000000000000004,4,0
119,0,47,6,0.8,3,0
45,0,70,6,0.6000000000000001,3,0
41,30,177,6,0.2,5,1
103,20,121,6,0.2,5,0
38,6,70,6,0.30000000000000004,3,1
8,15,84,6,0.4,5,0
30,5,70,6,0.2,4,0
92,10,70,6,0.30000000000000004,5,0
137,10,132,6,0.2,5,0
38,30,135,6,0.30000000000000004,5,1
30,6,70,6,0.4,3,0
160,0,61,6,0.2,4,0
160,50,97,6,0.4,4,1
33,23,178,6,0.4,5,0
103,15,70,6,0.30000000000000004,5,0
108,35,99,6,0.30000000000000004,5,0
119,4,47,6,0.2,5,0
31,10,173,6,0.30000000000000004,5,1
108,14,70,6,0.5,3,1
127,0,124,6,0.2,3,0
39,8,67,6,0.5,3,0
103,10,21,6,0.30000000000000004,5,0
95,260,94,6,0.2,3,0
26,4,70,6,0.5,5,0
14,8,47,6,0.30000000000000004,4,0
38,70,37,6,0.9,3,1
8,65,87,6,0.30000000000000004,3,0
131,0,20,6,0.5,3,0
33,150,148,6,0.30000000000000004,3,1
26,45,14,6,0.5,5,0
31,10,173,6,0.2,5,0
41,18,70,6,0.30000000000000004,5,1
10,50,36,6,0.2,5,0
104,52,47,6,0.30000000000000004,1,0
32,50,138,6,0.4,3,0
128,7,70,6,0.2,5,0
153,20,80,6,0.4,4,0
103,120,181,6,0.2,2,0
103,0,67,6,0.30000000000000004,3,0
38,30,70,6,0.4,5,1
8,50,61,6,0.4,5,0
108,15,120,6,0.2,1,0
106,10,81,6,0.5,3,0
33,300,132,6,0.30000000000000004,4,0
38,146,173,6,0.6000000000000001,5,1
102,20,36,6,0.2,4,1
25,120,111,6,0.2,5,0
30,21,120,6,0.30000000000000004,4,0
30,55,177,6,0.30000000000000004,5,0
7,10,10,6,0.5,5,1
33,200,170,6,0.2,3,1
8,60,180,6,0.30000000000000004,4,0
10,4,177,6,0.9,5,0
40,0,70,6,0.2,5,0
30,55,84,6,0.7000000000000001,3,1
8,20,61,6,0.30000000000000004,5,0
118,0,21,6,0.2,5,0
25,0,70,6,0.0,5,0
18,30,29,6,0.7000000000000001,3,0
26,29,121,6,0.6000000000000001,5,0
39,8,67,6,0.5,3,0
54,90,14,6,0.2,4,0
40,30,70,6,0.2,5,0
66,5,70,6,0.30000000000000004,3,0
26,0,120,6,0.4,5,0
113,13,120,6,0.6000000000000001,3,0
36,25,70,6,0.2,5,1
35,60,178,6,0.30000000000000004,5,1
49,80,175,6,0.7000000000000001,3,0
127,15,134,6,0.2,3,0
152,10,70,6,0.2,4,0
26,15,109,6,0.2,3,0
32,40,70,6,0.30000000000000004,3,0
172,25,120,6,0.30000000000000004,5,0
128,10,100,6,0.30000000000000004,5,0
26,12,42,6,0.0,5,0
25,15,147,6,0.2,5,1
7,15,21,6,0.0,4,0
43,20,27,6,0.2,4,0
102,9,70,6,0.2,5,1
109,10,70,6,0.0,3,0
37,0,70,6,0.0,5,1
14,30,47,6,0.30000000000000004,5,0
38,10,177,6,0.0,5,1
40,20,123,6,0.4,5,0
133,20,167,6,0.2,5,0
32,10,70,6,0.4,3,2
10,0,173,6,0.1,5,0
30,0,70,6,0.2,5,0
33,6,99,6,0.2,5,0
7,10,176,6,0.7000000000000001,5,0
38,15,67,6,0.30000000000000004,4,1
40,70,74,6,0.2,3,1
38,50,182,6,0.30000000000000004,5,0
38,0,138,6,0.30000000000000004,3,0
113,20,120,6,0.4,3,0
33,20,70,6,0.2,5,0
104,10,27,6,0.2,3,1
26,50,94,6,0.0,5,1
14,15,120,6,0.30000000000000004,3,0
108,5,101,6,0.0,5,0
14,0,120,6,0.2,5,0
103,40,120,6,0.8,3,0
125,0,70,6,0.5,4,0
26,20,55,6,0.1,5,0
131,0,63,6,0.30000000000000004,5,0
40,25,61,4,0.1,5,0
29,6,61,4,0.4,5,0
124,5,61,4,0.4,5,1
109,3,61,4,0.5,5,0
29,6,61,4,0.4,5,1
38,20,61,4,0.2,3,2
133,1,61,4,0.0,5,1
124,5,61,4,0.30000000000000004,5,0
26,12,61,4,0.4,4,0
102,10,75,4,0.4,3,1
110,5,61,4,0.2,5,2
32,0,61,4,0.5,5,1
49,1,61,4,0.0,3,0
128,4,75,4,0.2,2,0
127,7,61,4,0.4,5,0
109,10,61,4,0.5,5,2
138,15,75,4,0.4,5,2
127,6,61,4,0.7000000000000001,3,0
30,0,61,4,0.2,3,1
164,5,61,4,0.5,5,1
127,0,21,4,0.0,5,2
133,30,75,4,0.2,5,1
10,1,61,4,0.30000000000000004,3,1
30,22,61,4,0.1,4,1
111,7,61,4,0.2,5,1
133,0,75,4,0.2,5,0
109,6,61,4,0.5,5,1
42,0,61,4,0.30000000000000004,5,1
108,10,61,4,0.7000000000000001,5,1
92,4,75,4,0.8,5,0
38,8,61,4,0.7000000000000001,4,2
169,4,61,4,0.30000000000000004,5,0
26,4,75,4,0.8,5,2
33,0,61,4,0.2,3,0
10,2,61,4,0.2,5,0
40,12,61,4,0.8,5,0
110,5,61,4,0.4,5,1
8,20,61,4,0.2,4,1
124,20,61,4,0.2,5,1
40,8,61,4,0.0,5,1
25,3,61,4,0.8,3,0
30,88,61,4,0.0,4,1
169,8,61,4,0.4,4,0
25,2,61,4,0.4,3,0
8,12,61,4,0.4,4,1
8,0,61,4,0.2,5,0
32,11,61,4,0.6000000000000001,5,1
45,0,61,4,0.5,4,1
38,8,61,4,0.6000000000000001,5,0
119,5,61,4,0.4,3,0
30,0,76,4,0.7000000000000001,5,0
161,0,61,4,0.6000000000000001,3,1
38,5,61,4,0.5,5,1
31,7,61,4,0.0,5,0
102,6,61,4,0.2,3,0
155,8,61,4,0.4,5,1
124,4,61,4,0.0,5,1
25,15,78,4,0.2,5,0
110,25,74,4,0.1,3,0
169,10,61,4,0.7000000000000001,4,0
10,20,61,4,0.4,5,0
30,50,61,4,0.1,4,1
26,0,61,4,0.7000000000000001,4,0
152,23,61,4,0.4,5,0
124,20,61,4,0.30000000000000004,4,1
25,6,61,4,0.2,5,0
7,2,61,4,0.2,3,0
39,10,61,4,0.2,5,0
40,12,61,4,0.0,3,0
108,6,70,4,0.4,3,1
30,22,61,4,0.2,4,0
38,5,61,4,0.0,5,0
174,25,61,4,0.1,5,0
97,8,61,4,0.30000000000000004,5,0
127,0,61,4,0.30000000000000004,3,1
109,12,61,4,0.4,4,1
124,150,182,4,0.2,2,0
106,300,61,4,0.0,4,1
30,0,61,4,0.30000000000000004,3,1
22,0,61,4,0.5,5,0
80,0,61,4,0.6000000000000001,5,0
